text,score
passing emo_pos dewsbury railway station dew dewsbury west yorkshire,2.559952756228792
emo_pos smh,1.1327061306770725
emo_pos live scotland emo_pos strange imagine megan xx,2.53375522555422
masaantoday masaantoday a4 shweta tripathi masaantoday masaantoday,1.5988611931263748
w kurta mom half number wsalelove,2.2304002999193164
ah hello back larry emo_pos,2.0400721521229834
anyway friday looking kinda good emo_pos,2.281232186484429
follow amp follow u back emo_pos,1.762644965227542
lol well life emo_pos thank god enn,2.45690543911296
surely could warmup morning coming bath emo_pos xx,2.662957604243868
dum dum andar ram sampath sona mohapatra amp samantha edward mein tulane razi razi wah josh emo_pos,3.5608051442893034
emo_pos always smile,1.5421560217649115
picture emo_pos,1.1490403834659122
thanks time right perfect timing emo_pos,2.2362804428622827
followfriday top engaged member community week emo_pos,2.502023168200067
know emo_pos,1.2205958041996294
giveitup already given gas subsidy long back initiative proposed feeling delighted done emo_pos,3.4479104400250913
missed yesterday emo_pos,1.5108569225608068
hi bam follow bestfriend love lot emo_pos see warsaw lt love lt x42,3.0657696267790966
lmaoo best song ever lt shall little throwback week yemo_negp,3.108171412463203
go outlying island cheung chau mui wo totally different emo_pos,3.017166661834024
kfckitchentours kitchen clean totally amazed emo_pos,2.2929816382669137
follow amp follow u back emo_pos,1.762644965227542
cusp testing water hope rewarding emo_pos,2.2594332677278772
followfriday top influencers community week emo_pos,2.3021999176160106
arummzz let go drive p traveling traveler yogyakarta jeep indonesia,2.9543781825488082
anyone wan na skype,1.980759101547586
may look bit real nice friendly girl emo_pos,2.669136508859864
im like emo_pos,1.5439924475323168
watching concert film emo_pos,1.8175657139039703
congratulation winner cheesydelights contest emo_pos please dm u address contact number,3.020318482118207
emo_pos great weekend guy,1.8443352087929794
followfriday top new follower community week emo_pos,2.514656936109152
cool seeing film today emo_pos,2.059822251471908
check email marketing wo nt regret buy emo_pos,2.658115666167387
lol come join u see u around hour u leave without delay emo_pos,3.007508559763528
actually easy like must station guess train wd take least hour shifting engine etc emo_pos,3.730122324445266
sunburn peeling emo_pos,1.504374736591584
visit blog thanks,1.6870859123817172
hi would like concert let know city country start working thanks emo_pos,3.3315220462618167
talk help emo_pos,1.535887542875632
huge amp warm welcome emo_pos finally complete triangle,2.657890425943879
live northern ireland emo_pos sight seen,2.286855147919556
follow amp follow u back emo_pos,1.762644965227542
followfriday top support community week emo_pos,2.311895503111062
stats day arrived new follower unfollowers emo_pos via,2.7134367253129823
feeling smthng smthng fr u lol wan na hug u xoxo love uu jaann take care emo_pos emo_pos lt,3.53006588026724
thanks mom emo_pos,1.4706685072675065
thanks topnewfollowers happy connect emo_pos,1.9833273413741512
wonderful thing made feel fluffy inside great pirouette moose,2.9354241859270704
trip philly december emo_pos love come dude,2.447104620823752
hi bam follow bestfriend love lot emo_pos see warsaw lt love lt x41,3.0657696267790966
question flawed pain nt negate strength emo_pos,2.4550105558600834
went solo move nt made,2.190028349360011
hey fav nirvana song smell like teen spirit rip amy winehouse emo_pos,3.3011506984352943
followfriday top engaged member community week emo_pos,2.502023168200067
let go drive p traveling traveler yogyakarta jeep indonesia,2.782857200691585
name couple yet tomhiddleston elizabetholsen yaytheylookgreat emo_pos,2.493987282671095
love goodnight vid going wake love one emo_pos,2.4818667158843297
weekend gon na shoot lovely lt picture made last time,3.121172641472527
anyway emo_pos,1.1602380492773277
itty bitty teenie bikini emo_pos,2.063897920135932
joined hushedpinwithsammy event might get text day luv u,2.7656415248484443
always much fun hour get together emo_pos ending night ice cream xfiles content,3.437984074470898
easy,1.0
yes surprised nt see bit rain today emo_pos,2.6416594572507313
follow amp follow u back emo_pos,1.762644965227542
fabulous friday keep fantastic work emo_pos,2.280317529148582
please follow please jb follow love always forever belieber emo_pos love u,2.6635051462087707
followfriday top influencers community week emo_pos,2.3021999176160106
morning emo_pos,1.198099229737217
good hear emo_pos,1.5227698487847676
nighty night nt let bed bug bite,2.5623541042718028
beautiful bracelet good idea emo_pos,2.030945715915502
waiting foundry emo_pos,1.4978142058126873
like game emo_pos,1.5287102363853058
ah make sense nt see pic effing phone last night woot emo_pos x,3.290570287757726
hi derek could try using parkshare gloucestershire emo_pos,2.6421461774118185
aahh man track traffic stress reliever emo_pos,2.4976668486728344
followfriday top new follower community week emo_pos,2.514656936109152
today dear emo_pos,1.5251600383347756
hear guy want arbeloa,1.9590148903961386
turning day omg least year difference emo_pos,2.4589552116953115
well say europe rise find hard believe emo_pos,2.6665741103032277
wsalelove uncountable coz love unlimited emo_pos,2.2370430286179546
yes course emo_pos teampositive,1.7886061005698728
yes love emo_pos aldub,1.7586507405007206
emo_pos thank rita,1.4589166754845757
hi could please dm u info happy help emo_pos,2.685465744626885
way boy emo_pos,1.5260841992012164
hope get lot nice gift,2.190442604832516
hi bam follow bestfriend love lot emo_pos see warsaw lt love lt x40,3.0657696267790966
followfriday top support community week emo_pos,2.311895503111062
true emo_pos,1.1617323187628157
added video playlist im back twitch today going league emo_pos,3.004359357249671
sethi high emo_pos,1.5105222470295365
exe skeem saam emo_pos,1.805778084044013
people make smile emo_pos,1.8375561008566144
thanks invite emo_pos,1.4896354478279896
polite izzat emo_pos wese trust khawateen k sath selfies say mana kar deya emo_pos,3.375403671760749
thank friday evening sorted emo_pos,2.005942897500052
smart emo_pos,1.1407503487091226
emo_pos nice hair tbh,1.7948749264780182
year emo_pos,1.178380412771072
jacob amp g upgrade emo_pos,1.752429643071061
nice tee man emo_pos,1.7993645171470591
happy family vacation pic,1.9672517595515429
sleep would nice emo_pos,1.838160151727708
reading beautiful like read emo_pos,2.049787325764424
talking one person two conversation emo_pos,2.2890402522192046
skype fun emo_pos,1.5038424570912552
online emo_pos,1.1371220674284137
friday,1.0
followfriday top engaged member community week emo_pos,2.502023168200067
something get friday great start emo_pos great day mclaren fridayfeeling tgif,2.957719938813457
follow amp follow u back emo_pos,1.762644965227542
square enix bissmillah ya allah emo_pos,2.283832457933039
training socent startup week love drop youre arnd town emo_pos,2.9801595919790937
basically piss cup test emo_pos,2.066704231265774
next emo_pos,1.1792496018159173
also twitter terrible complicated discussion emo_pos,2.2735775736969543
snapchat lynettelowe snapchat kikmenow snapme hot snapchat amazon kikmeguys emo_pos,2.4783325913048158
looking forward hour shift today emo_pos,2.2758924305959005
definately agree growing sport drop email detail see emo_pos,2.839987351608443
last emo_pos,1.1800989384807306
rakyat keep visiting blog reading writing emo_pos,2.480539473652957
ever since mentioned fly fishing day getting follows promoted post lol cyber stalked emo_pos,3.586462504872641
ourdaughtersourpride mypapamypride proud papa coach emo_pos,2.2894917139810187
great talking,1.3794802290828518
never see positive kha u could also mention atleast going emo_pos,2.9925009448744193
hi bam follow bestfriend love lot emo_pos see warsaw lt love lt x39,3.0657696267790966
mango lassi monty marvellous though suspect meant,2.636759263205151
followfriday top influencers community week emo_pos,2.3021999176160106
haha yes hr time come touch kepler chalna hai,2.937047408086403
follow amp follow u back emo_pos,1.762644965227542
thankyou pretty emo_pos,1.5273667886255757
definitely hazel food market brooklyn pta emo_pos gt gt,2.654183589958914
still awake emo_pos,1.5119289474515507
okayy,1.0
aww thank emo_pos,1.5198799956616937
ha surprise least okay see doc afternoon yorkshire splendid though emo_pos xx,3.3110075738930496
spam folder wow huge amount need travel nigeria claim emo_pos,3.0166956937680824
rted good luck emo_pos,1.7582608694132207
leg hurt bad emo_pos,1.8112232132206816
get mine saturday emo_pos,1.789132590591596
thaanks december puhon emo_pos,1.8064048900743326
emo_pos,1.0
true change tnc without prior notification could used last night emo_pos,3.1721783137411568
probably find funny emo_pos,1.8216991165893917
fat co probably ate yuna,2.2313935391241255
fun tameside emo_pos,1.4872936873926403
emo_pos emo_pos emo_pos,1.0
welcome emo_pos,1.1910254511559744
account emo_pos,1.1569940984806217
call scouser everything hope zoe well mate emo_pos,2.649242367692347
right literally like maybe u get people actually know emo_pos,2.8346150096807894
rest well emo_pos,1.5196808372121438
happy birthday edgar hope good one keep updating travel log emo_pos,3.109925773678671
hello,1.0
bring abes emo_pos,1.505307359353411
stats day arrived new follower unfollowers emo_pos via,2.7134367253129823
someone talk emo_pos,1.5355071008392696
never ever meet,1.7314578569870085
come man,1.4089252648510766
follow amp follow u back emo_pos,1.762644965227542
hi bam follow bestfriend love lot emo_pos see warsaw lt love lt x38,3.0657696267790966
sigh dreamily pout come bath eye emo_pos quacketyquack,2.6770290900816427
happy birthday love emo_pos,1.8417346780861852
cheer emo_pos,1.1631546994730426
funny happened phil emo_pos,1.805355906544653
call em del amp rodders emo_pos else,2.455986607589389
hi may like play newest gamejam game would happy emo_pos,2.9533552065298077
great irish literature really inaccessible u without irish emo_pos,2.2493870557902893
yeah fun emo_pos flipkartfashionfriday,1.831433335908657
nice music emo_pos check,1.821596531808156
strange kareena fan knowing kareena fan emo_pos,1.940952714743799
hello emo_pos get youth job opportunity follow gt gt,2.5558604370832754
better emo_pos,1.180929503047584
cool look emo_pos,1.5434129628717006
emo_pos beautiful,1.183318077309711
playing brain dot emo_pos braindots,2.0755643548920264
fair enough emo_pos would nt rush back either,2.625149147539149
brandi fb drop selfie emo_pos fun,2.279387140398643
follow amp follow u back emo_pos,1.762644965227542
carnival men put mask mask xavier forneret emo_pos,2.3456608888287382
jennifer check site u wan na get free ball pool coin thank emo_pos,3.2959452078802762
beautiful edit trish emo_pos loved,2.0515027770525833
gratefulness happiness emo_pos post three thing grateful today comment,2.846259821291548
love wakeup beside amp real dirty dirty sex emo_pos,2.412759193311703
lmaoo hot like louis emo_pos hot,1.9338049365703118
gon na throw idea cause bad inspire think something much better emo_pos,3.338107355031809
ff best twoofs follow gr8 wkend emo_pos,2.440850695363444
wish could maybe one year emo_pos,2.3045544097811854
hey guy emo_pos,1.5509676812868005
think need go bed kind exhausted good night twitter emo_pos,3.006692654397515
thank much glad liked emo_pos,2.0465191506208185
get better time emo_pos,1.8405122362949973
kind word thank much much good cheltenham area emo_pos,2.58298295174447
hi beautiful follow please emo_pos,2.0880318956556154
kale crisp emo_pos ruin good thing,2.233360036402331
hi bam follow bestfriend love lot emo_pos see warsaw lt love lt x37,3.0657696267790966
open worldwide emo_pos,1.5105509478804222
get fuck outta,1.678119666078218
cool guy sfvbeta release work emo_pos,2.2687470572118045
really look vantastic emo_pos,1.774800476649248
today finally time work xcylin,2.1727494233672155
thank bundle show internet price phone realisticly paying net emo_pos,2.9914407026169454
emo_pos true education powerful weapon use change world nelson mandela,3.0231094211779235
follow amp follow u back emo_pos,1.762644965227542
recent trip j amp k totally loved chenab flow pakistan incredibleindia,2.9579377357447747
teenchoice choiceinternationalartist superjunior emo_pos,1.8188305079925762
caught first salmon today,1.9496450185905656
happy friday checking see enjoyed superblend emo_pos,2.4266215734235104
thanks following get touch like info project youth emo_pos,2.8057005888377873
please go check awesome friend stream fantastic artist emo_pos,2.8498965735712716
alma mater emo_pos highschooldays clientvisit emo_pos faith christian school,2.7300713951248454
good luck lizaminnelli upcoming uk appearance emo_pos,2.450536118955012
lol ca nt believe beautiful girl like single p,2.7710268620399856
never listening hill every emo_pos,2.0652315580633265
would listen beat went wrong life emo_pos,2.492432719175792
haha great emo_pos,1.548512716471085
getting everything ready natural pefumery workshop neals yard covent garden tomorrow emo_pos,3.329251530741012
fback emo_pos indo harmos,1.790433815100856
americano emo_pos,1.126935750558764
emo_pos,1.0
love way emo_pos lt,1.8310864811002803
always remember emo_pos,1.5193962131890701
aww thank beautiful pic,1.974688035490558
head emo_pos,1.151268925746403
hi saw u follow thought u might like dark plz let u know u think emo_pos,3.3010925498812913
smart handshome cute juga,1.9843786848826959
hurray looking forward meeting emo_pos,2.050857465259022
follow amp follow u back emo_pos,1.762644965227542
cause hate course lol cant decide want change im going take time save maybe travel emo_pos,3.8768696196776364
list still show emo_pos,1.820572720509068
emo_pos,1.0
hi would like concert let know city country start working thanks emo_pos,3.3315220462618167
oh awesome thank much emo_pos,2.083978452582984
perfect emo_pos,1.1631546994730426
hiya email web exec loryn.good able help emo_pos,2.8259139718532036
emo_pos enjoy photo mom baby,2.071992825671854
big thx kind support good luck emo_pos,2.4992326586976437
china actually girl homosexual love either way hyungbot,2.762189112584281
cause like lot emo_pos,1.8083410045737494
give time fam got thing mind emo_pos,2.466847981965129
thanks god friday emo_pos jgh,2.0174982207870302
lovely emo_pos,1.1870022234654791
timetunnel quite sure radio set heart emo_pos,2.492469248924178
hii jack emo_pos ily,1.8081793739272576
played domino pub got quite heated enjoyed though,2.7953720776038042
prob emo_pos,1.1371220674284137
enjoy sorry hastily typed message emo_pos,2.2742185526153804
ff thank emo_pos,1.5427005658931183
say big thank person came idea screenshotting emo_pos,2.656426456736182
true pakistani p,1.4014862178391896
emo_pos mention,1.1617323187628157
hi bam follow bestfriend love lot emo_pos see warsaw lt love lt x36,3.0657696267790966
dreamteam goo bailey emo_pos pbb737gold,2.0645542716365806
thank emo_pos,1.2380590092427857
drank emo_pos,1.126935750558764
old pic emo_pos,1.52890753835218
follow amp follow u back emo_pos,1.762644965227542
nt gotten sleep hour emo_pos,2.033367144074264
welsh wale today yippee emo_pos,2.0302140119710685
done emo_pos,1.1800989384807306
happy birthday baby miss much love much emo_pos,2.3861830915314606
thanks bro x,1.3535224029023365
thats lord emo_pos,1.5142711683679588
sweet emo_pos,1.1602380492773277
like michael emo_pos thanks kind word cheer em,2.623657250526441
morning really u already fun cause weekend right ure future neutral amazing night,3.420882862299661
waiting people call bigot p,1.9705525573140255
usually emo_pos front back squat,2.023347465718061
much fun really enjoyed hope next contest coming soon emo_pos emo_pos emo_pos,3.10532884522038
dobar dan emo_pos brand new heavy musicology2015 day2,2.6590853595273884
look like great way spend friday afternoon enjoy marathon iflix emo_pos,3.106451259906051
need someone talk always emo_pos keep head,2.5093569284252677
officially graduated,1.4119046842338143
glad cry,1.4027598010267956
thanks emo_pos,1.2651372398130718
yep expert bisexuality emo_pos good luck,2.2411832257677218
minal aidzin yo pi,1.9966357453703123
follow amp follow u back emo_pos,1.762644965227542
plan read brand new cook book figure make dinner tonight emo_pos,3.1680221096699417
lol tough choice tbh really like every song others p,2.9425415059207864
welcome emo_pos emo_pos,1.3174846047479418
chill smu oval coz basketball player whahahaha soamazing,2.8270699146772276
moment decide log onto account nt year moment saw best thing ever emo_pos,3.1694713202851568
a5 girl wardrobe would w emo_pos wsalelove,2.2621405206487317
new user emo_pos,1.4645021220002026
welcome back teamred emo_pos,1.758024288217241
oh apparently already member lol hopefully able come depends time,3.1152289334333907
greatly appreciated emo_pos,1.505779026909856
hi made change design hope like emo_pos,2.482239840619581
ahh yes,1.3878577111731836
cinepambata video festival complete mechanic official entry form may downloaded sali na,3.4337404346318454
hello emo_pos get youth job opportunity follow gt gt,2.5558604370832754
follow amp follow u back emo_pos,1.762644965227542
ur mom getting u swishers ur copping monday emo_pos,2.4455661170369263
song week ducktails surreal exposure sotw jingly jangly loveliness emo_pos,3.0123229090456696
halesowen blackcountryfair tomorrow follower going come say hello stand high street emo_pos,3.297009387717161
good luck assessment today emo_pos,2.008373817708436
mental strength,1.4137881221865114
looking beautiful amazing body ooze sex appeal emo_pos xx,2.8362093543214795
home amassiveoverdoseofships latest vid way enjoy visit site emo_pos,2.853290068901096
isi chan,1.414213562373095
amp c noted emo_pos pkwalasawaal,1.752429643071061
stats day arrived new follower unfollowers emo_pos via,2.7134367253129823
thanks follow gemma enjoy new orleans emo_pos,2.378685497027755
fever finally caught geskenya obamainkenya magicalkenya emo_pos greatkenya allgoodthingske,2.86632066168294
funny next anime umaru,1.9738886010900762
great singer emo_pos,1.45958772046235
follow amp follow u back emo_pos,1.762644965227542
look like game ship u got order emo_pos,2.4796103909271183
take room amp car gone cool emo_pos,2.468354380305518
going streaming soon emo_pos,1.8033538610077242
thanks emo_pos,1.2651372398130718
hi would like concert let know city country start working thanks emo_pos,3.3315220462618167
hahaha everyone fun story related song got labeled worst batch principal due p,3.4142283351384464
get stuff like march release one first starting new one emo_pos,2.9370012896703885
ff top twoofs wooftastic wkend guy emo_pos,2.4781422398624575
well received necessary emo_pos,1.7851279226051042
long time see p,1.7164323980259004
regret rn tomorrow morning whatever emo_pos,2.270498064403422
hat,1.0
thank emo_pos,1.2380590092427857
never love life success emo_pos,2.039903886686066
abstinence emo_pos,1.126935750558764
wtf never happened moment may may like surprise thrown,2.7017997692252362
start middle finished emo_pos,1.8004404943812342
im back twitter emo_pos,1.8265814860297316
ended happy emo_pos,1.457552273153167
lovely stuff need repeated relentlessly approximately next year emo_pos,2.828508663434375
hug many emo_pos,1.5264801931874818
oldschool runescape emo_pos,1.504374736591584
thanks shout wonderful weekend emo_pos,2.030035817166067
rest day emo_pos,1.4967206338115824
lovely daay,1.3820144883869758
jumma_mubarik lt lt lt frnds emo_pos stay_blessed emo_pos emo_pos emo_pos feeling blessed,2.5103913276603453
sense emo_pos,1.146589952295531
aww pussycat emo_pos xx,1.7917091376617633
hope everything going great emo_pos lol,2.2937768753650207
market main launched pretoria emo_pos,2.06417097026414
care care fahrinahmad tengkuaaronshah eksperimencinta,1.9445949994036602
special paysafecard giveaway emo_pos lue desc,2.2891560586479636
month waiting finally hoodie emo_pos eep yay sohappyrightnow,2.680370806605094
mm c lovely azzsets babe emo_pos,2.047547787674137
thx feedback glad gained value emo_pos,2.2833080982418466
good night lovely hope peaceful night rest feel refreshed wake sweet dream emo_pos,3.2592232743787717
never get used thank much emo_pos,2.277808247701725
thanks manthan stay tuned u emo_pos,1.997379409313607
freshness beautiful smile mother amp determination make day emo_pos maxfreshmove,2.957079741312986
playing brain dot emo_pos braindots,2.0755643548920264
please james think beautiful girl loneliest tattoo changed life emo_pos,3.0084516438612923
hi girl emo_pos.wish happy friday.and magnificent fantastic,2.7981686169961613
achieved together thank rashmi time dedication complete inspiration emo_pos,2.803918084170546
ff happyfriday weekend nearly emo_pos,2.0487720419244417
retweeted emo_pos,1.1371220674284137
updated soon sure sign set text alert emo_pos,2.6788221696421797
something new,1.398311570632738
dang rad fanart,1.7320508075688772
cheer tgif emo_pos,1.5231558709692794
massive congrats niamh fennell emo_pos journalism graduate land dream job copying amp pasting tweet,3.579711360766215
thank emo_pos,1.2380590092427857
stats day arrived new follower unfollowers emo_pos via,2.7134367253129823
yes thank,1.4026434604779
ariana grande selena gomez louis tomlinson rita liam payne caradelevingne trade solo dm emo_pos,3.628960310423407
tired fine emo_pos,1.513517193172699
nope definitely still apply year want iamca,2.6080894936974843
ah found thanks emo_pos,1.7768360124279399
aftie p,1.0
goodmorning emo_pos,1.1407503487091226
follow amp follow u back emo_pos,1.762644965227542
exactly look going,1.7027695124297668
prokabaddi koel mallick recites national anthem day6 emo_pos,2.6935001419516893
yournaturalleaders youngnaturalleaders mon27july cumbria uk emo_pos amp flockstars thur30july itv,3.004389926176559
goodmorning goodnight sleeptight haveagoodday emo_pos,2.0570665980158274
one leg september perhaps bb promote full album september,2.6294614665025082
still fully intend write many game design possible attack plan next month gt,3.5691437665277728
bird come join u little fun emo_pos teamadmicro,2.4772463178043393
fridaydownpour hope clear wkend good one emo_pos,2.420605099029671
time sleep emo_pos,1.540957250222465
three word rohit,1.720262376456903
gorgeous queen god emo_pos,1.8163476899039064
long wait emo_pos otwolgrandtrailer,1.8081870243617426
nt get inspired sheer fact obama beat innumerable odds become u president ni shauri yako emo_pos memotohaters,3.845311892207073
everyone go drop follow stream,2.1893391974124583
happy birthday sunday emo_pos hope great day lot pampering love,2.9494336805305355
twas great thank emo_pos,1.732906171316419
going cabincrew interview langkawi august emo_pos please wish luck,2.8372886778540227
thank,1.0
fulfil fantasy emo_pos,1.513517193172699
cool thanks thinking hope well emo_pos,2.2662712404844068
follow amp follow u back emo_pos,1.762644965227542
thank much babe,1.687080237420542
extwelebs side please emo_pos,1.784203928786199
thanks bro x,1.3535224029023365
great day,1.4131291858241473
make much sense lol,1.977685047947459
wait emo_pos,1.1774901897326622
ff great weekend emo_pos,1.8403586409925825
family gt gt friend emo_pos,1.7285343446795673
apartment makeover great idea factory living emo_pos,2.4561647455296436
thanks amp welcome hope go brilliantly emo_pos,2.4237412239591
happyy birthdaayy emo_pos,1.5059504765158644
come kill emo_pos,1.5038424570912552
hi im interested internship program sadly cant access career page u help issue emo_pos,3.460778417985377
sad hear thank much overwhelmingly beautiful game thank hard work emo_pos,3.0076312217688956
aha yes looking forward seeing emo_pos,2.27379743811801
happy friday beaut emo_pos ff,2.016189463138215
love help emo_pos,1.5321455002656421
would love win deo faabulous freebiefriday aluminiumfree stayfresh xx,2.916099199683059
yes john emo_pos,1.5143669545259073
thanks worry navigate blog check emo_pos,2.2366611742349924
thnks progrmr emo_pos,1.504374736591584
